age,banking_seniority_years,client_status_is_new,interaction_frequency_rare,dependents_count,has_spouse,spouse_income,is_married,is_employed_cdi,is_unemployed,job_seniority_years,job_stability_high,job_stability_low,monthly_income,monthly_expenses,existing_debt,debt_monthly_payment,debt_ratio,available_savings,has_banking_incidents,major_banking_incidents,amount_requested,duration_months,is_real_estate,is_investment,is_comfort_expense,stress_level,urgency_level,project_clarity,engagement_level,low_coherence,external_pressure,short_term_only,risk_professional_instability,risk_high_debt,risk_spouse_dependency,risk_non_priority,risk_excessive_urgency,risk_incoherent,total_risk_flags,global_risk_high,repayment_capacity_insufficient,expense_ratio,credit_to_income_ratio,default
22,1.4,0,1,2,0,0.0,0,0,0,0.9,0,1,1711.87,1378.74,48236.36,1319.88,0.771,3166.61,1,0,14434.57,24,0,0,1,3,3,3,1,0,0,0,1,1,0,1,0,0,3,1,1,0.805,0.703,1
29,2.0,0,0,2,0,0.0,0,1,0,1.0,0,1,3376.42,2566.52,0.0,0.0,0.0,7856.67,0,0,22012.65,36,0,0,0,4,4,5,5,1,1,0,1,0,0,0,0,1,2,0,0,0.76,0.543,0
39,1.7,0,0,4,0,0.0,0,1,0,0.7,0,1,3618.38,2787.91,0.0,0.0,0.0,6878.61,0,0,9950.03,84,0,0,1,3,2,1,3,0,0,1,1,0,0,1,0,0,2,0,0,0.77,0.229,0
35,8.8,0,0,0,1,2429.12,1,0,0,8.4,1,0,2867.82,1547.09,0.0,0.0,0.0,9364.01,0,0,3219.64,36,1,0,0,1,4,1,2,1,0,1,0,0,0,0,0,1,1,0,0,0.539,0.094,0
33,1.0,0,0,0,1,3298.94,1,0,0,2.3,0,0,1853.46,1165.36,0.0,0.0,0.0,367.89,0,0,1768.8,36,0,0,0,3,2,4,3,0,0,0,0,0,1,0,0,0,1,0,0,0.629,0.08,0
49,5.3,0,1,2,1,328.24,1,0,0,3.2,0,0,1116.28,1180.29,0.0,0.0,0.0,973.73,0,0,2435.71,84,0,0,1,5,2,3,2,0,0,0,0,0,0,1,0,0,1,0,0,1.057,0.182,1
52,11.9,0,1,1,1,2887.6,1,1,0,0.6,0,1,3986.26,1974.92,0.0,0.0,0.0,4169.03,0,0,6711.08,36,0,0,0,1,4,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0.495,0.14,0
36,9.6,0,0,1,0,0.0,0,1,0,0.4,0,1,3874.3,2930.72,0.0,0.0,0.0,2044.54,0,0,13582.18,12,1,0,1,2,3,4,1,0,0,0,1,0,0,1,0,0,2,0,0,0.756,0.292,0
44,4.2,0,0,0,0,0.0,0,1,0,0.3,0,1,1963.69,994.65,0.0,0.0,0.0,2808.59,0,0,2138.88,12,1,0,0,5,5,1,2,1,1,1,1,0,0,0,1,1,3,1,0,0.507,0.091,1
47,5.0,0,0,2,0,0.0,0,0,0,7.9,1,0,1456.25,1607.39,0.0,0.0,0.0,11855.02,0,0,2349.51,36,1,0,1,5,1,2,1,1,0,1,0,0,0,1,0,1,2,0,0,1.104,0.134,0
18,0.0,1,0,0,0,0.0,0,1,0,5.1,1,0,1000.0,443.6,0.0,0.0,0.0,2472.84,0,0,1551.76,24,0,0,0,3,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0.129,0
52,4.2,0,0,1,1,2708.99,1,0,0,0.7,0,1,2855.83,2279.1,0.0,0.0,0.0,1080.17,0,0,7281.7,60,0,0,0,5,4,2,2,0,1,1,1,0,0,0,0,0,1,0,0,0.798,0.212,0
47,6.6,0,0,2,0,0.0,0,0,0,0.6,0,1,1601.27,1573.05,0.0,0.0,0.0,4248.65,0,0,4195.33,24,0,0,1,3,1,3,4,0,0,0,1,0,0,1,0,0,2,0,0,0.982,0.218,1
41,0.6,1,0,4,1,1693.58,1,1,0,2.3,0,0,2641.45,2822.23,0.0,0.0,0.0,9558.72,0,0,10294.57,24,0,0,0,5,3,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1.068,0.325,0
35,7.2,0,0,2,1,500.58,1,0,0,11.6,1,0,1297.12,1505.03,0.0,0.0,0.0,2109.97,0,0,7652.27,72,1,0,0,5,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0.492,0
23,2.9,0,0,1,1,3511.58,1,0,0,1.7,0,1,1511.33,1342.06,44152.1,2599.02,1.72,1448.41,0,0,2419.47,60,0,1,0,5,1,4,2,0,0,0,1,1,1,0,0,0,3,1,1,0.888,0.133,0
33,1.5,0,1,2,0,0.0,0,1,0,3.1,0,0,3765.01,3071.42,0.0,0.0,0.0,9278.04,0,0,17141.08,24,0,1,0,4,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0.816,0.379,0
46,17.3,0,0,2,0,0.0,0,0,0,5.1,1,0,1937.95,1567.1,19141.25,452.14,0.233,8393.58,0,0,2296.3,48,1,0,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.809,0.099,0
32,1.4,0,1,2,0,0.0,0,1,0,0.0,0,1,1664.13,1271.93,0.0,0.0,0.0,16350.64,0,0,7031.17,60,0,0,0,1,2,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0.764,0.352,0
29,3.8,0,1,1,1,3386.01,1,1,0,8.1,1,0,2244.83,1705.77,0.0,0.0,0.0,12251.14,0,0,3205.37,36,0,0,0,3,4,3,2,1,0,0,0,0,1,0,0,1,2,0,0,0.76,0.119,0
28,10.7,0,1,0,1,2018.46,1,1,0,12.0,1,0,3005.78,1504.9,0.0,0.0,0.0,2843.9,0,0,4426.72,12,0,0,0,2,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0.501,0.123,0
34,2.3,0,1,3,0,0.0,0,1,0,7.2,1,0,3488.59,2476.91,0.0,0.0,0.0,236.43,0,0,3076.43,36,0,0,0,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0.073,0
35,9.8,0,1,3,1,2596.42,1,1,0,3.0,0,0,3127.1,2263.1,47275.25,1952.46,0.624,5953.77,0,0,1396.87,24,0,0,1,2,3,5,3,0,0,0,0,1,0,1,0,0,2,0,1,0.724,0.037,0
29,0.7,1,0,0,0,0.0,0,1,0,4.2,0,0,2927.65,1464.08,0.0,0.0,0.0,135.98,0,0,16366.7,12,1,0,0,5,4,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.466,0
59,2.4,0,0,2,0,0.0,0,1,0,5.2,1,0,3243.08,2758.86,0.0,0.0,0.0,5817.39,0,0,1102.57,24,0,1,1,5,5,4,1,0,1,0,0,0,0,1,1,0,2,0,0,0.851,0.028,0
46,4.1,0,0,3,1,2665.81,1,1,0,3.3,0,0,4181.58,3757.34,19275.95,321.29,0.077,2121.27,0,0,8626.17,48,0,1,0,1,1,4,2,1,0,0,0,0,0,0,0,1,1,0,0,0.899,0.172,0
50,9.0,0,0,0,1,1885.77,1,0,0,0.4,0,1,2802.53,1424.89,0.0,0.0,0.0,7615.47,0,0,27314.1,36,0,0,0,4,1,5,4,0,0,0,1,0,0,0,0,0,1,0,0,0.508,0.812,0
30,7.6,0,1,1,1,2240.91,1,0,0,12.8,1,0,1676.44,1334.64,0.0,0.0,0.0,5232.57,0,0,18648.61,12,0,0,1,1,5,1,5,1,0,1,0,0,0,1,1,1,3,1,0,0.796,0.927,0
41,3.0,0,0,4,0,0.0,0,1,0,0.8,0,1,3060.45,3112.07,0.0,0.0,0.0,10329.38,0,0,1943.26,36,0,0,0,5,5,5,1,0,1,0,1,0,0,0,1,0,2,0,0,1.017,0.053,0
50,3.3,0,0,2,0,0.0,0,1,0,5.5,1,0,3881.73,2629.57,14316.81,518.84,0.134,11349.51,0,0,2389.8,24,0,0,1,5,4,3,2,0,1,0,0,0,0,1,0,0,1,0,0,0.677,0.051,0
42,1.0,1,1,0,0,0.0,0,0,0,0.7,0,1,1732.28,979.74,0.0,0.0,0.0,3497.82,0,0,3427.64,36,0,1,0,2,5,2,3,0,0,1,1,0,0,0,1,0,2,0,0,0.566,0.165,0
42,7.5,0,0,1,0,0.0,0,0,0,3.3,0,0,1009.78,723.39,29328.52,2001.45,1.982,2997.34,0,0,4028.17,24,0,0,0,4,4,5,1,1,1,0,0,1,0,0,0,1,2,0,1,0.716,0.332,0
26,0.1,1,1,3,0,0.0,0,0,0,33.8,1,0,1118.38,1640.72,0.0,0.0,0.0,6920.3,0,0,20804.48,12,0,0,0,3,2,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1.467,1.55,0
42,5.4,0,0,1,0,0.0,0,0,0,4.3,0,0,2605.64,1985.82,0.0,0.0,0.0,1833.81,0,0,9046.63,48,1,0,0,2,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0.762,0.289,0
35,2.0,0,0,3,1,3329.71,1,1,0,4.4,0,0,1997.09,2293.55,0.0,0.0,0.0,13334.01,0,0,1000.0,48,0,0,1,1,2,4,1,0,0,0,0,0,1,1,0,0,2,0,0,1.148,0.042,0
65,2.7,0,0,0,0,0.0,0,1,0,5.3,1,0,3329.78,1398.25,0.0,0.0,0.0,945.03,0,0,1727.6,48,0,1,0,1,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.043,0
47,2.5,0,0,0,1,2377.73,1,1,0,16.7,1,0,1486.37,869.87,0.0,0.0,0.0,374.4,0,0,3320.49,36,0,0,0,4,1,5,5,1,0,0,0,0,1,0,0,1,2,0,0,0.585,0.186,0
45,7.1,0,0,0,1,2038.22,1,0,0,7.0,1,0,2301.34,1443.42,0.0,0.0,0.0,3750.92,0,0,1687.26,24,1,1,0,5,1,4,4,1,0,0,0,0,0,0,0,1,1,0,0,0.627,0.061,0
61,4.6,0,1,4,1,3033.62,1,0,0,4.8,0,0,1222.51,1836.72,4686.91,127.76,0.105,2624.6,0,0,3044.65,60,0,0,0,4,4,1,3,0,1,1,0,0,1,0,0,0,1,0,0,1.502,0.208,0
18,0.0,1,0,4,0,0.0,0,0,0,0.7,0,1,1571.67,2217.37,0.0,0.0,0.0,19423.53,0,0,3145.83,48,0,0,0,1,1,2,4,1,0,1,1,0,0,0,0,1,2,0,0,1.411,0.167,0
26,1.9,0,1,2,1,2762.82,1,1,0,1.5,0,1,3717.78,3071.11,0.0,0.0,0.0,7786.17,0,0,3866.24,24,1,0,0,5,1,4,5,0,0,0,1,0,0,0,0,0,1,0,0,0.826,0.087,0
31,5.5,0,1,1,1,3315.05,1,1,0,0.0,0,1,2480.09,1376.31,27618.65,681.66,0.275,9232.31,0,0,17358.96,36,0,0,0,4,4,5,4,1,1,0,1,0,0,0,0,1,2,0,0,0.555,0.583,0
25,6.9,0,1,2,1,4257.77,1,0,1,0.0,0,1,1162.91,1371.43,24487.76,521.07,0.448,323.84,0,0,5673.82,24,0,0,0,5,3,5,3,0,0,0,1,0,1,0,0,0,2,0,0,1.179,0.407,0
70,1.7,0,1,0,0,0.0,0,0,0,5.4,1,0,1520.18,627.44,5606.81,320.16,0.211,1357.15,0,0,3672.42,48,0,0,0,5,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.413,0.201,0
24,0.4,1,1,2,0,0.0,0,1,0,3.7,0,0,2057.13,1771.5,3373.41,60.33,0.029,9222.35,0,0,6378.78,60,0,0,0,1,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0.861,0.258,0
50,0.4,1,0,4,1,3266.01,1,1,0,1.9,0,1,2733.43,2889.38,0.0,0.0,0.0,1105.67,0,0,3684.02,24,1,0,0,2,2,5,4,0,0,0,1,0,0,0,0,0,1,0,0,1.057,0.112,0
29,0.7,1,1,0,0,0.0,0,1,0,15.3,1,0,2736.04,1335.65,35726.46,722.64,0.264,8876.48,0,0,9680.32,48,0,0,0,4,4,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0.488,0.295,0
59,1.0,1,0,0,0,0.0,0,1,0,10.7,1,0,3211.78,1695.27,0.0,0.0,0.0,23.12,0,0,5977.38,36,0,0,0,2,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0.528,0.155,0
33,1.1,0,1,3,0,0.0,0,1,0,2.5,0,0,2631.91,2118.88,33954.8,2187.84,0.831,5394.85,1,1,5414.56,36,1,0,0,1,3,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0.805,0.171,0
48,5.9,0,1,0,1,2633.83,1,1,0,0.1,0,1,1002.02,413.89,33990.37,614.8,0.614,34969.76,0,0,5736.83,24,0,0,0,5,3,3,2,1,0,0,1,1,1,0,0,1,4,1,1,0.413,0.477,0
45,2.6,0,0,1,1,2094.78,1,0,0,2.2,0,0,1185.92,831.46,0.0,0.0,0.0,5116.58,0,0,5927.2,36,1,1,0,3,4,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0.701,0.416,0
24,6.0,0,0,4,0,0.0,0,1,0,0.5,0,1,3752.53,3159.87,35100.73,706.15,0.188,4498.74,0,0,5209.53,24,1,1,0,1,2,5,3,0,0,0,1,0,0,0,0,0,1,0,0,0.842,0.116,0
41,13.3,0,1,0,1,1646.1,1,1,0,0.1,0,1,2066.22,1427.23,0.0,0.0,0.0,7424.92,0,0,6935.6,36,1,0,0,5,3,5,4,0,0,0,1,0,0,0,0,0,1,0,0,0.691,0.28,0
58,1.3,0,1,2,0,0.0,0,0,0,31.0,1,0,1215.76,1288.51,0.0,0.0,0.0,1774.66,0,0,9042.18,24,0,0,0,5,4,5,3,0,1,0,0,0,0,0,0,0,0,0,0,1.06,0.62,0
24,1.0,0,1,0,1,2352.55,1,1,0,6.4,1,0,3429.74,1735.05,0.0,0.0,0.0,1967.95,0,0,1000.0,36,1,0,1,1,2,5,4,0,0,0,0,0,0,1,0,0,1,0,0,0.506,0.024,0
57,4.4,0,1,2,0,0.0,0,0,0,9.2,1,0,2070.51,1458.55,0.0,0.0,0.0,4063.66,0,0,6550.6,24,0,0,0,3,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0.704,0.264,0
39,4.4,0,1,1,1,3151.15,1,1,0,4.0,0,0,3148.9,1928.01,0.0,0.0,0.0,4269.7,0,0,1242.51,24,0,1,0,2,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.612,0.033,0
45,2.3,0,0,4,0,0.0,0,1,0,3.3,0,0,2639.18,2864.21,32655.88,621.3,0.235,71.36,0,0,10214.9,60,1,0,1,1,3,1,2,0,0,1,0,0,0,1,0,0,1,0,0,1.085,0.323,1
38,5.6,0,1,1,1,2282.27,1,0,0,2.4,0,0,1219.55,1145.9,0.0,0.0,0.0,8738.08,0,0,4087.91,12,0,1,0,5,1,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0.94,0.279,0
57,0.3,1,0,0,0,0.0,0,0,0,2.9,0,0,2799.95,1185.71,49703.68,1468.73,0.525,3584.78,0,0,1457.16,84,0,0,0,4,3,5,2,0,0,0,0,1,0,0,0,0,1,0,0,0.423,0.043,0
23,0.3,1,0,3,0,0.0,0,0,0,1.2,0,1,1603.14,1953.45,0.0,0.0,0.0,512.69,0,0,3675.03,36,1,1,0,2,3,5,2,0,0,0,1,0,0,0,0,0,1,0,0,1.219,0.191,0
66,0.9,1,0,3,1,2901.94,1,1,0,4.0,0,0,2402.44,2303.54,0.0,0.0,0.0,11363.1,0,0,6931.44,72,0,1,1,3,2,5,3,0,0,0,0,0,0,1,0,0,1,0,0,0.959,0.24,0
60,6.6,0,0,0,0,0.0,0,1,0,2.8,0,0,1775.59,1138.32,0.0,0.0,0.0,88.16,0,0,7601.25,36,1,1,0,2,5,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0.641,0.357,0
30,0.3,1,0,4,0,0.0,0,1,0,1.9,0,1,2258.31,2265.3,4227.45,209.4,0.093,2621.5,0,0,11998.84,24,0,0,1,3,5,2,1,1,0,1,1,0,0,1,1,1,4,1,0,1.003,0.443,0
25,7.8,0,1,2,1,1432.06,1,1,0,15.8,1,0,2822.72,2409.92,0.0,0.0,0.0,5756.38,0,0,6124.02,36,0,0,0,1,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.854,0.181,0
31,4.2,0,0,2,0,0.0,0,1,0,18.0,1,0,2705.27,2442.18,39397.8,2018.86,0.746,3145.52,0,0,1307.07,12,0,1,0,3,3,2,4,0,0,1,0,1,0,0,0,0,1,0,1,0.903,0.04,0
18,0.3,1,0,2,1,39.53,1,0,0,1.9,0,1,1419.54,1364.89,0.0,0.0,0.0,1449.87,0,0,4404.72,36,0,0,1,2,2,1,1,0,0,1,1,0,0,1,0,0,2,0,0,0.961,0.259,1
37,4.3,0,0,2,1,1818.16,1,0,0,17.1,1,0,800.0,1133.79,43122.73,2680.13,3.35,2367.06,0,0,7054.09,60,0,0,0,5,4,1,5,0,1,1,0,1,1,0,0,0,2,0,1,1.417,0.735,0
26,8.6,0,0,1,1,2227.52,1,1,0,0.0,0,1,3027.05,2180.74,0.0,0.0,0.0,581.55,0,0,2200.46,24,1,0,1,2,2,3,1,0,0,0,1,0,0,1,0,0,2,0,0,0.72,0.061,0
41,9.0,0,1,2,0,0.0,0,0,0,5.9,1,0,2891.34,2234.0,0.0,0.0,0.0,2291.2,0,0,2419.37,24,1,0,0,1,3,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0.773,0.07,0
18,0.0,1,1,3,1,3190.12,1,1,0,3.2,0,0,2217.6,2006.37,4508.06,79.75,0.036,6.81,0,0,10325.36,36,0,0,1,2,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0.905,0.388,0
32,1.7,0,0,0,0,0.0,0,1,0,5.0,1,0,1283.52,758.83,0.0,0.0,0.0,1733.85,0,0,1706.34,36,1,0,0,5,4,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0.591,0.111,0
33,4.8,0,0,0,0,0.0,0,1,0,0.1,0,1,3519.68,2247.42,0.0,0.0,0.0,743.7,0,0,5345.17,24,1,1,0,1,3,5,3,0,0,0,1,0,0,0,0,0,1,0,0,0.639,0.127,0
35,2.4,0,0,0,0,0.0,0,0,0,3.6,0,0,975.93,667.58,0.0,0.0,0.0,1161.67,0,0,2324.41,24,1,0,0,5,4,1,5,1,1,1,0,0,0,0,0,1,1,0,0,0.684,0.198,0
18,0.0,1,1,1,1,3618.99,1,1,0,14.5,1,0,3262.61,2258.05,0.0,0.0,0.0,2172.08,0,0,10719.86,36,1,1,0,2,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0.692,0.274,0
34,2.2,0,0,0,1,2909.47,1,1,0,1.7,0,1,2401.61,1208.29,0.0,0.0,0.0,2848.14,0,0,1109.45,24,0,0,0,3,3,5,5,0,0,0,1,0,0,0,0,0,1,0,0,0.503,0.038,0
29,4.1,0,0,1,1,2513.21,1,1,0,1.8,0,1,4548.11,2855.87,0.0,0.0,0.0,1512.24,0,0,3502.07,24,0,0,1,5,5,1,1,1,1,1,1,0,0,1,1,1,4,1,0,0.628,0.064,0
38,8.0,0,0,3,0,0.0,0,0,1,0.0,0,1,693.69,1289.15,31425.07,971.42,1.4,1426.04,0,0,6183.0,72,0,1,0,1,2,1,3,0,0,1,1,1,0,0,0,0,2,0,1,1.858,0.743,1
47,6.0,0,1,2,0,0.0,0,1,0,1.7,0,1,4588.41,2532.51,0.0,0.0,0.0,4787.82,0,0,10909.54,36,1,0,1,1,4,4,5,0,0,0,1,0,0,1,0,0,2,0,0,0.552,0.198,0
23,5.2,0,1,3,1,2284.16,1,1,0,1.5,0,1,3804.81,2933.39,29515.55,568.78,0.149,1528.16,1,1,5588.32,48,0,0,1,5,4,4,3,0,1,0,1,0,0,1,0,0,2,0,0,0.771,0.122,0
32,5.7,0,0,3,1,2872.22,1,1,0,2.0,0,0,3528.28,3247.85,0.0,0.0,0.0,2564.82,0,0,4685.78,48,0,0,0,3,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0.921,0.111,0
29,10.3,0,1,1,1,2477.62,1,1,0,1.1,0,1,2338.26,1542.83,0.0,0.0,0.0,8265.37,0,0,13039.91,12,0,0,0,5,3,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0.66,0.465,0
57,7.4,0,1,1,0,0.0,0,1,0,1.6,0,1,3661.35,2553.31,0.0,0.0,0.0,7026.49,0,0,16535.28,12,0,0,0,3,1,2,2,0,0,1,1,0,0,0,0,0,1,0,0,0.697,0.376,0
38,5.1,0,0,1,0,0.0,0,1,0,6.2,1,0,1855.87,1453.72,5127.02,103.03,0.056,2829.99,0,0,11755.83,48,0,0,1,5,3,2,5,0,0,1,0,0,0,1,0,0,1,0,0,0.783,0.528,0
37,1.4,0,0,1,0,0.0,0,0,0,3.4,0,0,889.54,876.91,0.0,0.0,0.0,281.45,0,0,3244.32,24,1,0,1,1,2,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0.986,0.304,0
22,0.1,1,0,1,0,0.0,0,1,0,14.7,1,0,2903.56,1464.48,37371.29,1844.63,0.635,3195.11,1,0,4460.79,36,1,1,0,1,2,1,2,0,0,1,0,1,0,0,0,0,1,0,1,0.504,0.128,1
27,1.2,0,1,1,0,0.0,0,1,0,10.1,1,0,3042.65,2358.0,0.0,0.0,0.0,567.2,0,0,10274.85,12,0,0,0,4,4,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0.775,0.281,0
39,0.0,1,0,1,0,0.0,0,1,0,12.4,1,0,4286.43,2478.71,0.0,0.0,0.0,7159.21,0,0,5970.92,36,0,0,0,5,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.578,0.116,0
34,8.0,0,0,0,0,0.0,0,1,0,2.4,0,0,3494.16,1548.91,38990.76,837.23,0.24,1220.66,0,0,10199.83,36,0,0,0,5,4,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0.443,0.243,0
25,1.6,0,0,0,1,2490.51,1,1,0,10.1,1,0,3027.92,1916.66,0.0,0.0,0.0,6147.36,0,0,3525.83,36,0,0,0,2,5,1,2,0,0,1,0,0,0,0,1,0,1,0,0,0.633,0.097,0
33,11.4,0,0,2,0,0.0,0,0,1,0.0,0,1,603.98,991.07,4916.25,315.27,0.522,3937.0,0,0,14397.76,60,0,0,1,3,2,4,4,0,0,0,1,1,0,1,0,0,3,1,0,1.641,1.987,0
60,2.0,0,0,0,1,2056.98,1,0,0,8.8,1,0,2050.55,1378.25,0.0,0.0,0.0,3012.7,0,0,18669.52,36,0,0,0,3,5,5,3,1,0,0,0,0,0,0,1,1,2,0,0,0.672,0.759,0
26,4.5,0,0,2,1,2468.98,1,0,1,0.0,0,1,563.74,966.97,26851.29,868.27,1.54,3002.25,0,0,16809.8,84,0,0,0,4,2,1,1,0,0,1,1,1,1,0,0,0,3,1,1,1.715,2.485,1
43,2.6,0,1,0,1,2165.95,1,1,0,4.4,0,0,1662.68,906.27,28048.55,901.52,0.542,6692.41,0,0,2208.3,36,1,0,1,5,2,3,1,1,0,0,0,1,0,1,0,1,3,1,0,0.545,0.111,0
41,12.3,0,0,2,0,0.0,0,1,0,1.9,0,1,3488.37,1996.81,0.0,0.0,0.0,10000.79,0,0,2865.07,24,0,0,1,5,3,3,2,0,0,0,1,0,0,1,0,0,2,0,0,0.572,0.068,0
38,6.7,0,1,3,0,0.0,0,0,1,0.0,0,1,666.52,1319.22,0.0,0.0,0.0,9185.5,0,0,12464.09,72,0,0,0,5,3,3,5,0,0,0,1,0,0,0,0,0,1,0,0,1.979,1.558,0
18,0.0,1,1,1,1,3874.36,1,1,0,0.8,0,1,1658.95,1016.6,3187.47,186.81,0.113,2946.68,0,0,2301.96,12,1,0,0,2,2,3,3,0,0,0,1,0,1,0,0,0,2,0,0,0.613,0.116,0
37,2.3,0,0,1,1,986.11,1,0,0,10.7,1,0,1816.89,1262.91,0.0,0.0,0.0,4742.76,0,0,11151.51,24,0,0,0,3,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0.695,0.511,0
48,5.5,0,0,3,1,3585.2,1,0,0,3.4,0,0,2654.97,2295.96,25867.89,1156.91,0.436,3686.57,0,0,2941.49,12,1,0,0,2,5,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0.865,0.092,0
44,4.4,0,0,3,0,0.0,0,1,0,1.1,0,1,1826.98,2175.31,35281.91,697.83,0.382,1524.12,0,0,3884.44,84,0,1,0,2,3,1,4,0,0,1,1,0,0,0,0,0,1,0,0,1.191,0.177,0
28,4.6,0,1,1,0,0.0,0,1,0,1.9,0,1,2377.82,1826.06,0.0,0.0,0.0,1453.44,0,0,24236.69,24,0,0,1,2,3,2,4,0,0,1,1,0,0,1,0,0,2,0,0,0.768,0.849,1
39,7.8,0,0,3,0,0.0,0,1,0,15.6,1,0,2785.94,2643.3,42257.76,1143.64,0.411,1920.39,0,0,1215.25,24,0,0,0,4,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.949,0.036,0
25,2.2,0,0,2,0,0.0,0,1,0,3.2,0,0,2212.96,1685.63,0.0,0.0,0.0,6076.14,0,0,3067.76,48,0,0,0,2,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0.762,0.116,0
48,1.5,0,0,3,1,1505.93,1,1,0,2.7,0,0,3400.91,3133.09,0.0,0.0,0.0,4860.24,0,0,4771.24,60,1,0,0,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.921,0.117,0
40,3.2,0,0,3,1,3138.7,1,1,0,12.2,1,0,4201.28,3029.82,0.0,0.0,0.0,2388.17,0,0,3713.75,12,0,1,0,3,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0.721,0.074,0
50,2.5,0,1,2,1,2646.93,1,1,0,12.6,1,0,1664.7,1271.18,25027.25,595.52,0.358,2231.85,0,0,22819.55,36,0,0,1,1,5,1,3,0,0,1,0,0,1,1,1,0,3,1,0,0.764,1.142,0
48,4.7,0,0,0,0,0.0,0,1,0,9.1,1,0,2719.98,1655.51,18095.2,440.18,0.162,2339.23,0,0,2604.84,24,0,0,0,5,5,5,5,1,1,0,0,0,0,0,1,1,2,0,0,0.609,0.08,0
48,17.4,0,1,1,0,0.0,0,0,0,4.7,0,0,2555.63,1547.96,0.0,0.0,0.0,24235.84,0,0,5305.67,24,0,1,0,5,2,4,3,1,0,0,0,0,0,0,0,1,1,0,0,0.606,0.173,0
36,0.4,1,0,2,1,2849.46,1,1,0,0.9,0,1,4037.89,3286.21,4398.64,113.96,0.028,1514.34,0,0,13886.83,36,0,1,0,3,2,5,2,0,0,0,1,0,0,0,0,0,1,0,0,0.814,0.287,0
28,8.3,0,0,3,1,2136.85,1,0,0,0.3,0,1,1730.18,1653.12,0.0,0.0,0.0,2755.93,0,0,4966.08,24,1,0,0,1,1,5,2,0,0,0,1,0,0,0,0,0,1,0,0,0.955,0.239,0
35,12.4,0,1,3,1,2819.9,1,1,0,15.3,1,0,3721.86,3367.55,0.0,0.0,0.0,3358.52,0,0,5292.64,24,0,1,0,3,1,5,4,1,0,0,0,0,0,0,0,1,1,0,0,0.905,0.119,0
46,4.5,0,0,1,1,2175.68,1,1,0,0.5,0,1,2804.71,1572.16,0.0,0.0,0.0,6698.03,0,0,8934.88,24,1,0,0,2,4,2,3,1,0,1,1,0,0,0,0,1,2,0,0,0.561,0.265,0
38,4.6,0,0,2,1,3138.98,1,1,0,3.3,0,0,3545.0,2295.32,0.0,0.0,0.0,2.97,1,0,3060.02,12,0,1,0,5,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0.647,0.072,0
37,3.0,0,0,1,0,0.0,0,0,0,1.0,0,1,2002.05,1150.0,37242.06,1521.04,0.76,4358.42,1,0,18176.54,48,1,0,1,4,5,4,5,0,1,0,1,1,0,1,1,0,4,1,1,0.574,0.757,0
28,4.5,0,1,1,1,2186.25,1,0,0,7.6,1,0,3174.69,1594.14,13310.43,532.74,0.168,478.71,0,0,4960.47,84,0,1,0,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0.502,0.13,0
